TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Status,Age,Age Class,SP,Frequency,rEQUENCY,No.of Individual of Species,Density,AGB,BGBC,AGBC,BGB,Carbon,Price of Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,Volume Growth,% Volume Growth,Harvest / Post-Felling,Damage,Lifespan,Species_V1,age_1
3072A,SHORL2,31,2,7.8,123.3,2021.00,71.8,Emergent,Alive,50,Intermediate,,,7,7,3.5,199161.25,"46,802.89","93,605.79","99,580.62",9.36,290.18,0.64,0.32,0.05,31.81,36.01,67.87,0.2,0.1,42.8,"7,084.88",70.85,Exploitable,20,13,Dipterocarp,37
3072B,NEOSKI,31,2,8,121.4,2021.00,15,Understory,Alive,9,Young,,,13,13,6.5,1811.05,425.6,851.19,905.53,0.09,2.64,0.13,0.07,0.09,6.65,66.87,73.61,0.7,0.35,20.1,145.24,1.45,Small Trees,50,0,NonDipterocarp,16
3072C,PORTAN,31,2,7.2,124.3,2021.00,14.3,Understory,Alive,9,Young,,,23,23,11.5,2761.85,649.03,"1,298.07","1,380.93",0.13,4.02,0.13,0.06,0.16,6.34,118.31,124.81,0.3,0.15,19.5,127.81,1.28,,0,0,NonDipterocarp,16
3073,GIRONE,31,2,5.7,126.2,2021.00,0,Dead,Dead,0,Dead,,,12,12,6,0,0,0,0,0,0,0,0,0.08,0,61.73,61.81,0,0,0,0,0,,0,0,NonDipterocarp,0
3074,NEPHOP,31,2,8.8,129.2,2021.00,37.9,Canopy,Alive,55,Intermediate,,,2,2,1,5841,"1,372.64","2,745.27","2,920.50",0.27,8.51,0.34,0.17,0.01,16.79,10.29,27.1,1.2,0.6,33.8,"1,558.46",15.58,Ingrowth,40,0,NonDipterocarp,25
3074A,SHORP2,31,2,9.2,128.9,2021.00,18.6,Understory,Alive,42,Intermediate,,,23,23,11.5,6316.85,"1,484.46","2,968.92","3,158.43",0.3,9.2,0.16,0.08,0.16,8.24,118.31,126.71,2.2,1.1,23.1,256.62,2.57,Small Trees,50,0,Dipterocarp,18
3074B,SHORP1,31,2,10.4,130.1,2021.00,0,Dead,Dead,0,Dead,,,24,24,12,0,0,0,0,0,0,0,0,0.16,0,123.46,123.62,0,0,0,0,0,,0,0,Dipterocarp,0
3074C,MANGQU,31,2,13.8,129.8,2021.00,12.8,Understory,Alive,6,Young,,,14,14,7,1195.01,280.83,561.65,597.5,0.06,1.74,0.11,0.06,0.1,5.67,72.02,77.78,0.3,0.15,18,94.84,0.95,,0,0,NonDipterocarp,15
3075,KOOMMA,31,2,4.2,130.2,2021.00,0,Dead,Dead,0,Dead,,,9,9,4.5,0,0,0,0,0,0,0,0,0.06,0,46.3,46.36,0,0,0,0,0,,0,7,NonDipterocarp,0
3076,POL1JE,31,2,4.4,131.5,2021.00,0,Dead,Dead,0,Dead,,,6,6,3,0,0,0,0,0,0,0,0,0.04,0,30.86,30.91,0,0,0,0,0,,0,0,NonDipterocarp,0
3077,EUGEC1,31,2,5.7,131.1,2021.00,15.4,Understory,Alive,54,Intermediate,,,16,16,8,2419.84,568.66,"1,137.32","1,209.92",0.11,3.53,0.14,0.07,0.11,6.82,82.3,89.24,1.3,0.65,20.5,155.81,1.56,Small Trees,50,0,NonDipterocarp,16
3077A,SHORP1,31,2,6.4,131.4,2021.00,18.6,Understory,Alive,9,Young,,,24,24,12,6591.5,"1,549.00","3,098.00","3,295.75",0.31,9.6,0.16,0.08,0.16,8.24,123.46,131.86,2.7,1.35,23.1,256.62,2.57,Small Trees,50,0,Dipterocarp,18
3077B,CROTLA,31,2,8,131,2021.00,16.9,Understory,Alive,6,Young,,,22,22,11,4456.14,"1,047.19","2,094.39","2,228.07",0.21,6.49,0.15,0.07,0.15,7.49,113.17,120.81,0.1,0.05,21.7,199.4,1.99,Small Trees,50,5,NonDipterocarp,17
3078,IXONIC,31,2,3.6,132.8,2021.00,0,Dead,Dead,0,Dead,,,21,21,10.5,0,0,0,0,0,0,0,0,0.14,0,108.02,108.17,0,0,0,0,0,,0,0,NonDipterocarp,0
3079,NEOSKI,31,2,1.2,135,2021.00,0,Dead,Dead,0,Dead,,,13,13,6.5,0,0,0,0,0,0,0,0,0.09,0,66.87,66.96,0,0,0,0,0,,0,0,NonDipterocarp,0
3079A,RYPAKU,31,2,1.4,137.3,2021.00,12.2,Understory,Alive,9,Young,,,22,22,11,1621.96,381.16,762.32,810.98,0.08,2.36,0.11,0.05,0.15,5.41,113.17,118.73,0.3,0.15,17.4,83.27,0.83,,0,0,NonDipterocarp,15
3079B,CASTME,31,2,3.3,138,2021.00,14.3,Understory,Alive,9,Young,,,5,5,2.5,600.4,141.09,282.19,300.2,0.03,0.87,0.13,0.06,0.03,6.34,25.72,32.09,0.1,0.05,19.5,127.81,1.28,,0,0,NonDipterocarp,16
3079C,SHORP1,31,2,0.4,138.2,2021.00,12.4,Understory,Alive,9,Young,,,24,24,12,1859.25,436.92,873.85,929.63,0.09,2.71,0.11,0.05,0.17,5.49,123.46,129.12,0.8,0.4,17.6,87.02,0.87,,0,0,Dipterocarp,15
3080,BEILDI,31,2,7.8,136.2,2021.00,51.2,Canopy,Alive,60,Mature,,,10,10,5,83748.67,"19,680.94","39,361.88","41,874.34",3.94,122.02,0.45,0.23,0.07,22.69,51.44,74.2,0.2,0.1,38.2,"3,216.79",32.17,Exploitable,30,6,NonDipterocarp,30
3080A,SHORP1,31,2,7.6,139.2,2021.00,0,Dead,Dead,0,Dead,,,24,24,12,0,0,0,0,0,0,0,0,0.17,0,123.46,123.62,0,0,0,0,0,,0,0,Dipterocarp,0
3080B,MEMEMI,31,2,11.5,138.2,2021.00,10.6,Understory,Alive,6,Young,,,7,7,3.5,337.65,79.35,158.69,168.82,0.02,0.49,0.09,0.05,0.05,4.7,36.01,40.75,-0.2,-0.1,15.7,56.74,0.57,,0,7,NonDipterocarp,15
3080C,GARCPA,31,2,12.8,137.5,2021.00,11.3,Understory,Alive,6,Young,,,4,4,2,233.81,54.94,109.89,116.9,0.01,0.34,0.1,0.05,0.03,5.01,20.58,25.61,0.1,0.05,16.5,67.59,0.68,,0,0,NonDipterocarp,15
3080D,KIBAMA,31,2,15.4,137.2,2021.00,12.1,Understory,Alive,6,Young,,,1,1,0.5,71.9,14.74,33.79,31.36,0,0.1,0.11,0.05,0.01,5.36,5.14,10.51,-2.4,-1.2,17.3,81.43,0.81,,0,0,NonDipterocarp,15
3081,ARCHBU,31,2,11.9,133.9,2021.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.16,0,118.31,118.47,0,0,0,0,0,,0,0,NonDipterocarp,0
3082,HOPEME,31,2,12.5,133.3,2021.00,0,Dead,Dead,0,Dead,,,26,26,13,0,0,0,0,0,0,0,0,0.18,0,133.74,133.93,0,0,0,0,0,,0,0,NonDipterocarp,0
3082A,CROTLA,31,2,0,0,2021.00,0,Dead,Dead,0,Dead,,,22,22,11,0,0,0,0,0,0,0,0,0.15,0,113.17,113.32,0,0,0,0,0,,0,5,NonDipterocarp,0
3082B,MANGQU,31,2,13.2,131.2,2021.00,14.1,Understory,Alive,6,Young,,,14,14,7,1609.36,378.2,756.4,804.68,0.08,2.34,0.12,0.06,0.1,6.25,72.02,78.36,1.1,0.55,19.3,123.07,1.23,,0,0,NonDipterocarp,16
3083,CALOWA,31,2,14.4,134.9,2021.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.06,0,41.15,41.21,0,0,0,0,0,,0,11,NonDipterocarp,0
3084,XANTEU,31,2,13.4,129.1,2021.00,0,Dead,Dead,0,Dead,,,32,32,16,0,0,0,0,0,0,0,0,0.22,0,164.61,164.83,0,0,0,0,0,,0,15,NonDipterocarp,0
3085,CROTLA,31,2,11.7,123.4,2021.00,0,Dead,Dead,0,Dead,,,22,22,11,0,0,0,0,0,0,0,0,0.15,0,113.17,113.32,0,0,0,0,0,,0,5,NonDipterocarp,0
3086,SCA2MA,31,2,15.9,127.4,2021.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.06,0,41.15,41.21,0,0,0,0,0,,0,0,NonDipterocarp,0
3087,EUGEC1,31,2,18.4,128.4,2021.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.11,0,82.3,82.42,0,0,0,0,0,,0,0,NonDipterocarp,0
3087A,SHORMA,31,2,18.5,129.2,2021.00,16.9,Understory,Alive,6,Young,,,1,1,0.5,202.55,47.6,95.2,101.28,0.01,0.3,0.15,0.07,0.01,7.49,5.14,12.64,1,0.5,21.7,199.4,1.99,Small Trees,50,0,Dipterocarp,17
3088,DURIGR,31,2,17.7,121.5,2021.00,15,Understory,Alive,55,Intermediate,,,7,7,3.5,975.18,229.17,458.34,487.59,0.05,1.42,0.13,0.07,0.05,6.65,36.01,42.7,0.1,0.05,20.1,145.24,1.45,Small Trees,50,0,NonDipterocarp,16
3088A,HOPEME,31,2,18,122,2021.00,17,Understory,Alive,9,Young,,,26,26,13,5365.47,"1,260.89","2,521.77","2,682.74",0.25,7.82,0.15,0.08,0.18,7.53,133.74,141.46,0.1,0.05,21.8,202.53,2.03,Small Trees,50,0,NonDipterocarp,17
3088B,TRI3MA,31,2,17.7,121.2,2021.00,12.6,Understory,Alive,9,Young,,,2,2,1,162.69,38.23,76.46,81.35,0.01,0.24,0.11,0.06,0.01,5.58,10.29,15.89,0.5,0.25,17.8,90.88,0.91,,0,6,NonDipterocarp,15
3089,MALLPE,31,2,11,120.3,2021.00,0,Dead,Dead,0,Dead,,,12,12,6,0,0,0,0,0,0,0,0,0.08,0,61.73,61.81,0,0,0,0,0,,0,0,NonDipterocarp,0
3089B,EUGESU,31,2,0,0,2021.00,0,Dead,Dead,0,Dead,,,5,5,2.5,0,0,0,0,0,0,0,0,0.04,0,25.72,25.76,0,0,0,0,0,,0,7,NonDipterocarp,0
3090,XANTEU,32,2,20,120,2021.00,13.2,Understory,Alive,55,Intermediate,,,32,32,16,3001.67,705.39,"1,410.79","1,500.84",0.14,4.37,0.12,0.06,0.23,5.85,164.61,170.68,0.2,0.1,18.4,103.06,1.03,,0,15,NonDipterocarp,16
3090A,LEPISE,32,2,23.5,122.6,2021.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.08,0,56.58,56.66,0,0,0,0,0,,0,0,NonDipterocarp,0
3090B,SHORM1,32,2,25.2,121,2021.00,23.3,Understory,Alive,9,Young,,,42,42,21,23903.8,"5,617.39","11,234.79","11,951.90",1.12,34.83,0.21,0.1,0.3,10.32,216.05,226.67,2.1,1.05,26.4,460.38,4.6,Small Trees,50,10,Dipterocarp,19
3091,MALLPA,32,2,20.4,124.7,2021.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0.01,0,5.14,5.15,0,0,0,0,0,,0,0,NonDipterocarp,0
3092,APORAR,32,2,25.9,126.3,2021.00,0,Dead,Dead,0,Dead,,,5,5,2.5,0,0,0,0,0,0,0,0,0.04,0,25.72,25.76,0,0,0,0,0,,0,16,NonDipterocarp,0
3093,POL1SC,32,2,29.9,129.8,2021.00,0,Dead,Dead,0,Dead,,,4,4,2,0,0,0,0,0,0,0,0,0.03,0,20.58,20.6,0,0,0,0,0,,0,0,NonDipterocarp,0
3093A,LITHWA,32,2,31.8,130.6,2021.00,0,Dead,Dead,0,Dead,,,3,3,1.5,0,0,0,0,0,0,0,0,0.02,0,15.43,15.45,0,0,0,0,0,,0,0,NonDipterocarp,0
3093B,MESUFE,32,2,31.8,130.3,2021.00,0,Dead,Dead,0,Dead,,,15,15,7.5,0,0,0,0,0,0,0,0,0.11,0,77.16,77.27,0,0,0,0,0,,0,0,NonDipterocarp,0
3094,PTYCCO,32,2,21.4,129.9,2021.00,34.3,Canopy,Alive,55,Intermediate,,,14,14,7,29032.2,"6,822.57","13,645.13","14,516.10",1.36,42.3,0.3,0.15,0.1,15.2,72.02,87.31,2.7,1.35,32.3,"1,219.39",12.19,Ingrowth,40,0,NonDipterocarp,23
3094A,SHORM1,32,2,30,130,2021.00,20,Understory,Alive,37,Intermediate,,,42,42,21,14557.73,"3,421.07","6,842.13","7,278.87",0.68,21.21,0.18,0.09,0.3,8.86,216.05,225.21,1.9,0.95,24.2,310.19,3.1,Small Trees,50,10,Dipterocarp,18
3094B,SHORM1,32,2,30.8,130.4,2021.00,15.6,Understory,Alive,9,Young,,,42,42,21,6613.76,"1,554.23","3,108.47","3,306.88",0.31,9.64,0.14,0.07,0.3,6.91,216.05,223.26,1.8,0.9,20.6,161.25,1.61,Small Trees,50,10,Dipterocarp,16
3094C,SHORM1,32,2,33.2,126.6,2021.00,14,Understory,Alive,9,Young,,,42,42,21,4722.95,"1,109.89","2,219.79","2,361.47",0.22,6.88,0.12,0.06,0.3,6.2,216.05,222.55,1,0.5,19.2,120.74,1.21,,0,10,Dipterocarp,16
3094D,SHORP2,32,2,30.2,129.4,2021.00,16.3,Understory,Alive,9,Young,,,23,23,11.5,4156.83,976.86,"1,953.71","2,078.42",0.2,6.06,0.14,0.07,0.17,7.22,118.31,125.7,1.4,0.7,21.2,181.2,1.81,Small Trees,50,0,Dipterocarp,17
3095,SHORM2,32,2,23.8,130.8,2021.00,0,Dead,Dead,0,Dead,,,28,28,14,0,0,0,0,0,0,0,0,0.2,0,144.03,144.23,0,0,0,0,0,,0,0,Dipterocarp,0
3096,ARCHBU,32,2,26.1,132.7,2021.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.17,0,118.31,118.48,0,0,0,0,0,,0,0,NonDipterocarp,0
3097,SANTTO,32,2,29.5,131.5,2021.00,0,Dead,Dead,0,Dead,,,9,9,4.5,0,0,0,0,0,0,0,0,0.06,0,46.3,46.36,0,0,0,0,0,,0,0,NonDipterocarp,0
3098,BEILDI,32,2,29.8,133.1,2021.00,0,Dead,Dead,0,Dead,,,10,10,5,0,0,0,0,0,0,0,0,0.07,0,51.44,51.51,0,0,0,0,0,,0,6,NonDipterocarp,0
3098A,SHORM1,32,2,26.2,133,2021.00,24.6,Understory,Alive,9,Young,,,42,42,21,28569.75,"6,713.89","13,427.78","14,284.87",1.34,41.63,0.22,0.11,0.3,10.9,216.05,227.25,2.4,1.2,27.2,529.04,5.29,Small Trees,50,10,Dipterocarp,20
3098B,XANTGR,32,2,28.2,132.8,2021.00,14.1,Understory,Alive,9,Young,,,8,8,4,919.64,216.11,432.23,459.82,0.04,1.34,0.12,0.06,0.06,6.25,41.15,47.46,0.5,0.25,19.3,123.07,1.23,,0,5,NonDipterocarp,16
3098C,SHORP2,32,2,32,133.5,2021.00,31.8,Canopy,Alive,9,Young,,,23,23,11.5,36876.85,"8,666.06","17,332.12","18,438.42",1.73,53.73,0.28,0.14,0.17,14.09,118.31,132.57,3.7,1.85,31.1,"1,010.71",10.11,Ingrowth,40,0,Dipterocarp,22
3098D,HOPEME,32,2,35.3,133,2021.00,19.1,Understory,Alive,9,Young,,,26,26,13,7773.13,"1,826.69","3,653.37","3,886.57",0.37,11.33,0.17,0.08,0.19,8.46,133.74,142.4,1.9,0.95,23.5,275.08,2.75,Small Trees,50,0,NonDipterocarp,18
3099,KNEMSC,32,2,21.4,132.8,2021.00,0,Dead,Dead,0,Dead,,,15,15,7.5,0,0,0,0,0,0,0,0,0.11,0,77.16,77.27,0,0,0,0,0,,0,0,NonDipterocarp,0
3101,MACALO,32,2,21,134.7,2021.00,0,Dead,Dead,0,Dead,,,34,34,17,0,0,0,0,0,0,0,0,0.25,0,174.9,175.14,0,0,0,0,0,,0,0,NonDipterocarp,0
3102,EUGEGR,32,2,20.5,136.3,2021.00,0,Dead,Dead,0,Dead,,,10,10,5,0,0,0,0,0,0,0,0,0.07,0,51.44,51.51,0,0,0,0,0,,0,6,NonDipterocarp,0
3103,SAR1GR,32,2,21.4,138.2,2021.00,0,Dead,Dead,0,Dead,,,10,10,5,0,0,0,0,0,0,0,0,0.07,0,51.44,51.51,0,0,0,0,0,,0,9,NonDipterocarp,0
3103A,CALOWA,32,2,0,0,2021.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.06,0,41.15,41.21,0,0,0,0,0,,0,11,NonDipterocarp,0
3104,MEMEO2,32,2,24,138.3,2021.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.05,0,36.01,36.06,0,0,0,0,0,,0,0,NonDipterocarp,0
3104A,SHORP2,32,2,32,133.5,2021.00,15.6,Understory,Alive,9,Young,,,23,23,11.5,3621.82,851.13,"1,702.26","1,810.91",0.17,5.28,0.14,0.07,0.17,6.91,118.31,125.39,5,2.5,20.6,161.25,1.61,Small Trees,50,0,Dipterocarp,16
3105,CALOWA,32,2,26.1,138.4,2021.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.06,0,41.15,41.21,0,0,0,0,0,,0,11,NonDipterocarp,0
3105A,NEOBHE,32,2,28.6,139.6,2021.00,14.1,Understory,Alive,9,Young,,,10,10,5,1149.55,270.14,540.29,574.77,0.05,1.67,0.12,0.06,0.07,6.25,51.44,57.76,0.6,0.3,19.3,123.07,1.23,,0,0,NonDipterocarp,16
3106,KNEMMA,32,2,31,138.5,2021.00,0,Dead,Dead,0,Dead,,,11,11,5.5,0,0,0,0,0,0,0,0,0.08,0,56.58,56.67,0,0,0,0,0,,0,6,NonDipterocarp,0
3107,APORPR,32,2,39.5,139.4,2021.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.05,0,36.01,36.06,0,0,0,0,0,,0,0,NonDipterocarp,0
3108,AGLAFO,32,2,39.4,135.4,2021.00,0,Dead,Dead,0,Dead,,,1,1,0.5,0,0,0,0,0,0,0,0,0.01,0,5.14,5.15,0,0,0,0,0,,0,8,NonDipterocarp,0
3108A,SHORM1,32,2,39.6,138,2021.00,13.3,Understory,Alive,6,Young,,,42,42,21,4032.12,947.55,"1,895.10","2,016.06",0.19,5.87,0.12,0.06,0.31,5.89,216.05,222.25,0.9,0.45,18.5,105.18,1.05,,0,10,Dipterocarp,16
3109,PTYCCO,32,2,34.1,131.7,2021.00,14.3,Understory,Alive,55,Intermediate,,,14,14,7,1681.13,395.06,790.13,840.56,0.08,2.45,0.13,0.06,0.1,6.34,72.02,78.46,0.3,0.15,19.5,127.81,1.28,,0,0,NonDipterocarp,16
3109A,SHORM1,32,2,0,0,2021.00,0,Dead,Dead,0,Dead,,,42,42,21,0,0,0,0,0,0,0,0,0.31,0,216.05,216.36,0,0,0,0,0,,0,10,Dipterocarp,0
3109B,ARCHBU,32,2,0,0,2021.00,0,Dead,Dead,0,Dead,,,23,23,11.5,0,0,0,0,0,0,0,0,0.17,0,118.31,118.48,0,0,0,0,0,,0,0,NonDipterocarp,0
3110,GANUSN,32,2,32.6,127.6,2021.00,37.8,Canopy,Alive,61,Mature,,,8,8,4,23152.12,"5,440.75","10,881.50","11,576.06",1.09,33.73,0.33,0.17,0.06,16.75,41.15,57.96,0.4,0.2,33.8,"1,548.42",15.48,Ingrowth,40,0,NonDipterocarp,25
3110A,SHORAC,32,2,0,0,2021.00,0,Dead,Dead,0,Dead,,,17,17,8.5,0,0,0,0,0,0,0,0,0.13,0,87.45,87.57,0,0,0,0,0,,0,0,Dipterocarp,0
3111,SHORAC,32,2,36.8,127.2,2021.00,0,Dead,Dead,0,Dead,,,17,17,8.5,0,0,0,0,0,0,0,0,0.13,0,87.45,87.57,0,0,0,0,0,,0,0,Dipterocarp,0
3111A,QUERAR,32,2,38,127.2,2021.00,0,Dead,Dead,0,Dead,,,9,9,4.5,0,0,0,0,0,0,0,0,0.07,0,46.3,46.36,0,0,0,0,0,,0,0,NonDipterocarp,0
3112,GREWMI,32,2,39.1,128.2,2021.00,0,Dead,Dead,0,Dead,,,12,12,6,0,0,0,0,0,0,0,0,0.09,0,61.73,61.82,0,0,0,0,0,,0,0,NonDipterocarp,0
3113,MEMEAM,32,2,37.8,124.2,2021.00,12.5,Understory,Alive,50,Intermediate,,,6,6,3,476.34,111.94,223.88,238.17,0.02,0.69,0.11,0.06,0.04,5.54,30.86,36.45,0.2,0.1,17.7,88.94,0.89,,0,0,NonDipterocarp,15
3113A,ARCHBU,32,2,33.4,123.6,2021.00,25.8,Understory,Alive,9,Young,,,23,23,11.5,18310.28,"4,302.92","8,605.83","9,155.14",0.86,26.68,0.23,0.11,0.17,11.43,118.31,129.92,0.1,0.05,28,597.29,5.97,Small Trees,50,0,NonDipterocarp,20
3113B,MACALO,32,2,35.8,123.4,2021.00,13.6,Understory,Alive,9,Young,,,34,34,17,3496.06,821.58,"1,643.15","1,748.03",0.16,5.09,0.12,0.06,0.25,6.03,174.9,181.18,2.2,1.1,18.8,111.69,1.12,,0,0,NonDipterocarp,16
3113C,QUERAR,32,2,33.6,125.6,2021.00,16.4,Understory,Alive,9,Young,,,9,9,4.5,1658.21,389.68,779.36,829.1,0.08,2.42,0.15,0.07,0.07,7.27,46.3,53.63,1.4,0.7,21.3,184.16,1.84,Small Trees,50,0,NonDipterocarp,17
3114,XANTRU,32,2,34.3,122.3,2021.00,0,Dead,Dead,0,Dead,,,8,8,4,0,0,0,0,0,0,0,0,0.06,0,41.15,41.21,0,0,0,0,0,,0,6,NonDipterocarp,0
3114A,SHORM1,32,2,32.6,120.8,2021.00,20.6,Understory,Alive,9,Young,,,42,42,21,16013.85,"3,763.26","7,526.51","8,006.93",0.75,23.33,0.18,0.09,0.32,9.13,216.05,225.49,2.4,1.2,24.6,334.98,3.35,Small Trees,50,10,Dipterocarp,18
3115,ELATTA,32,2,39.2,121.4,2021.00,38.1,Canopy,Alive,61,Mature,,,7,7,3.5,20818.05,"4,892.24","9,784.48","10,409.03",0.98,30.33,0.34,0.17,0.05,16.88,36.01,52.94,0.6,0.3,33.9,"1,578.65",15.79,Ingrowth,40,9,NonDipterocarp,25
3116A,EUGECL,32,2,39.1,123.2,2021.00,12,Understory,Alive,37,Intermediate,,,8,8,4,560.9,131.81,263.62,280.45,0.03,0.82,0.11,0.05,0.06,5.32,41.15,46.53,0.1,0.05,17.2,79.61,0.8,,0,0,NonDipterocarp,15
3117,MESURA,32,2,31.3,122.7,2021.00,0,Dead,Dead,0,Dead,,,16,16,8,0,0,0,0,0,0,0,0,0.12,0,82.3,82.43,0,0,0,0,0,,0,0,NonDipterocarp,0
3118,KNEMSC,33,2,43.5,120.3,2021.00,0,Dead,Dead,0,Dead,,,15,15,7.5,0,0,0,0,0,0,0,0,0.11,0,77.16,77.27,0,0,0,0,0,,0,0,NonDipterocarp,0
3118A,HOPEME,33,2,41.2,120.4,2021.00,32.5,Canopy,Alive,50,Intermediate,,,26,26,13,44880.02,"10,546.80","21,093.61","22,440.01",2.11,65.39,0.29,0.14,0.2,14.4,133.74,148.34,0.1,0.05,31.5,"1,066.95",10.67,Ingrowth,40,0,NonDipterocarp,23
3119,MACALO,33,2,41.3,122.7,2021.00,0,Dead,Dead,0,Dead,,,34,34,17,0,0,0,0,0,0,0,0,0.26,0,174.9,175.15,0,0,0,0,0,,0,0,NonDipterocarp,0
3119A,HOPEME,33,2,41.3,124.2,2021.00,0,Dead,Dead,0,Dead,,,26,26,13,0,0,0,0,0,0,0,0,0.2,0,133.74,133.94,0,0,0,0,0,,0,0,NonDipterocarp,0
3120,MILLAT,33,2,47.8,123.6,2021.00,20.9,Understory,Alive,55,Intermediate,,,11,11,5.5,4394.81,"1,032.78","2,065.56","2,197.40",0.21,6.4,0.19,0.09,0.08,9.26,56.58,65.93,1.2,0.6,24.8,347.78,3.48,Small Trees,50,0,NonDipterocarp,18
3121,DACRR1,33,2,50,121.2,2021.00,13.9,Understory,Alive,54,Intermediate,,,44,44,22,4839.42,"1,137.26","2,274.53","2,419.71",0.23,7.05,0.12,0.06,0.33,6.16,226.34,232.83,0.2,0.1,19.1,118.44,1.18,,0,0,NonDipterocarp,16
3121A,MILLAT,33,2,51.8,121,2021.00,15.4,Understory,Alive,30,Intermediate,,,11,11,5.5,1663.64,390.96,781.91,831.82,0.08,2.42,0.14,0.07,0.08,6.82,56.58,63.49,0.4,0.2,20.5,155.81,1.56,Small Trees,50,0,NonDipterocarp,16
3122,DACRR1,33,2,46,126.2,2021.00,14.5,Understory,Alive,55,Intermediate,,,44,44,22,5516.18,"1,296.30","2,592.60","2,758.09",0.26,8.04,0.13,0.06,0.34,6.42,226.34,233.1,0.3,0.15,19.7,132.66,1.33,,0,0,NonDipterocarp,16
3122A,HOPEME,33,2,0,0,2021.00,0,Dead,Dead,0,Dead,,,26,26,13,0,0,0,0,0,0,0,0,0.2,0,133.74,133.94,0,0,0,0,0,,0,0,NonDipterocarp,0
3123,MEMEAM,33,2,46.7,127.3,2021.00,16.9,Understory,Alive,55,Intermediate,,,6,6,3,1215.31,285.6,571.2,607.66,0.06,1.77,0.15,0.07,0.05,7.49,30.86,38.4,1.4,0.7,21.7,199.4,1.99,Small Trees,50,0,NonDipterocarp,17
3124,CANTDI,33,2,45.3,127.6,2021.00,37,Canopy,Alive,56,Intermediate,,,14,14,7,37638.78,"8,845.11","17,690.23","18,819.39",1.77,54.84,0.33,0.16,0.11,16.39,72.02,88.52,2.6,1.3,33.4,"1,469.39",14.69,Ingrowth,40,0,NonDipterocarp,24
3124A,SHORAC,33,2,43.5,128,2021.00,17.2,Understory,Alive,9,Young,,,17,17,8.5,3640.44,855.5,"1,711.01","1,820.22",0.17,5.3,0.15,0.08,0.13,7.62,87.45,95.2,1.3,0.65,22,208.88,2.09,Small Trees,50,0,Dipterocarp,17
3125,CANAAP,33,2,47.7,128.5,2021.00,55,Canopy,Alive,70,Mature,,,1,1,0.5,10813.05,"2,541.07","5,082.14","5,406.53",0.51,15.75,0.49,0.24,0.01,24.37,5.14,29.52,0.1,0.05,39.2,"3,810.28",38.1,Exploitable,30,0,NonDipterocarp,31
3126,ELATTA,33,2,44.8,130.5,2021.00,0,Dead,Dead,0,Dead,,,7,7,3.5,0,0,0,0,0,0,0,0,0.05,0,36.01,36.06,0,0,0,0,0,,0,9,NonDipterocarp,0
3126A,MEMEAM,33,2,43,130.4,2021.00,15.2,Understory,Alive,9,Young,,,6,6,3,871.13,204.72,409.43,435.56,0.04,1.27,0.13,0.07,0.05,6.74,30.86,37.65,1.2,0.6,20.3,150.47,1.5,Small Trees,50,0,NonDipterocarp,16
3126B,SANTLA,33,2,41.9,132,2021.00,18.9,Understory,Alive,9,Young,,,18,18,9,5203.06,"1,222.72","2,445.44","2,601.53",0.24,7.58,0.17,0.08,0.14,8.37,92.59,101.11,1.4,0.7,23.3,267.6,2.68,Small Trees,50,4,NonDipterocarp,18
3126C,MESUFE,33,2,45,131,2021.00,12.4,Understory,Alive,9,Young,,,15,15,7.5,1162.03,273.08,546.16,581.02,0.05,1.69,0.11,0.05,0.12,5.49,77.16,82.77,0.4,0.2,17.6,87.02,0.87,,0,0,NonDipterocarp,15
3127,CROTLA,33,2,41.9,133.5,2021.00,0,Dead,Dead,0,Dead,,,22,22,11,0,0,0,0,0,0,0,0,0.17,0,113.17,113.34,0,0,0,0,0,,0,5,NonDipterocarp,0
3128,CANAPA,33,2,46.4,138.2,2021.00,0,Dead,Dead,0,Dead,,,6,6,3,0,0,0,0,0,0,0,0,0.05,0,30.86,30.91,0,0,0,0,0,,0,0,NonDipterocarp,0
3129,EUGEGR,33,2,47.8,136.8,2021.00,0,Dead,Dead,0,Dead,,,10,10,5,0,0,0,0,0,0,0,0,0.08,0,51.44,51.52,0,0,0,0,0,,0,6,NonDipterocarp,0
