TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan
3561C,OCHAAM,50,2,19.5,184.7,2019,20.6,Understory,6-11,Alive,35,Intermediate,10.00,"7,625.65",0.36,0.18,0.09,"2,000.00",9.13,"1,000.00","3,009.13",0.50,0.25,24.6,0
3561D,SHORL1,50,2,12.6,186.7,2019,30.8,Canopy,12-17,Alive,7,Young,9.00,"25,905.69",1.22,0.27,0.14,"1,800.00",13.65,900.00,"2,713.65",3.60,1.80,30.6,0
3561E,MESURA,50,2,18.6,198.0,2019,11.7,Understory,1-5,Alive,4,Young,8.00,"1,038.89",0.05,0.10,0.05,"1,600.00",5.18,800.00,"2,405.18",0.50,0.25,16.9,0
3561F,CANAPA,50,2,13.8,188.0,2019,11,Understory,1-5,Alive,4,Young,3.00,323.42,0.02,0.10,0.05,600.00,4.87,300.00,904.87,0.90,0.45,16.2,0
3562,SAR1GR,50,2,16.4,190.2,2019,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,9
3563,SHORM2,50,2,16.9,192.0,2019,0.0,Dead,0,Dead,0,Dead,14.00,0.00,0.00,0.00,0.00,"2,800.00",0.00,"1,400.00","4,200.00",0.00,0.00,0.0,0
3564,MESURA,50,2,19.2,191.3,2019,27.6,Understory,6-11,Alive,52,Intermediate,8.00,"15,937.39",0.75,0.24,0.12,"1,600.00",12.23,800.00,"2,412.23",0.60,0.30,29.0,0
3565,DURIGR,50,2,17.7,197.6,2019,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
3566,OCHAAM,50,2,16.6,198.1,2019,32.7,Canopy,12-17,Alive,58,Intermediate,10.00,"35,249.62",1.66,0.29,0.14,"2,000.00",14.49,"1,000.00","3,014.49",0.20,0.10,31.6,0
3567,KNEMSC,50,2,19.9,197.1,2019,23.6,Understory,6-11,Alive,53,Intermediate,7.50,"8,902.56",0.42,0.21,0.10,"1,500.00",10.46,750.00,"2,260.46",0.60,0.30,26.6,0
3569,BACCHO,50,2,16.4,186.1,2019,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
2317,SHORP2,1,1,1.8,5.0,2021,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2318,MESURA,1,1,3.3,5.0,2021,0.0,Dead,0,Dead,0,Dead,8.00,0.00,0.00,0.00,0.00,"1,600.00",0.00,800.00,"2,400.00",0.00,0.00,0.0,0
2319,CANAPA,1,1,6.0,1.8,2021,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2320,PAYELU,1,1,7.9,4.7,2021,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,8
2321,GIROPA,1,1,7.6,6.9,2021,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,6
2322,MACALO,1,1,9.5,6.8,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2323,DACRR1,1,1,9.7,10.9,2021,20.1,Understory,6-11,Alive,57,Intermediate,22.00,"15,497.92",0.73,0.18,0.09,"4,400.00",8.91,"2,200.00","6,608.91",0.10,0.05,24.2,0
2323A,MACALO,1,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2324,KOOMMA,1,1,10.7,11.6,2021,99.3,Emergent,>24,Alive,73,Mature,4.50,"859,723.87",40.41,0.88,0.44,900.00,44.00,450.00,"1,394.00",0.00,0.00,46.7,7
2324A,NAUCOF,1,1,10.5,11.8,2021,12.8,Understory,1-5,Alive,9,Young,2.50,426.79,0.02,0.11,0.06,500.00,5.67,250.00,755.67,0.80,0.40,18.0,0
2325,SHORL1,1,1,3.9,10.8,2021,27.4,Understory,6-11,Alive,18,Young,9.00,"17,500.07",0.82,0.24,0.12,"1,800.00",12.14,900.00,"2,712.14",1.40,0.70,28.9,0
2325A,APORPR,1,1,4.0,12.7,2021,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2325B,GREWMI,1,1,1.6,13.7,2021,25.7,Understory,6-11,Alive,42,Intermediate,6.00,"9,431.17",0.44,0.23,0.11,"1,200.00",11.39,600.00,"1,811.39",0.90,0.45,27.9,0
2325C,MACALO,1,1,3.6,10.6,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2326,EUGEPE,1,1,2.3,11.3,2021,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
2327,RYPAKU,1,1,2.4,18.2,2021,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,0
2328,EUGEDE,1,1,8.3,15.9,2021,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,6
2328A,AAAAAA,1,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
2329,IXONIC,1,1,9.2,17.8,2021,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2329A,APORPE,1,1,6.7,17.6,2021,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,0
2329B,APORPE,1,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,0
2330,GANUSN,1,1,17.9,12.4,2021,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
2330A,XYLOM1,1,1,18.0,14.2,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2330B,ARTOIS,1,1,19.5,12.2,2021,14.7,Understory,6-11,Alive,9,Young,3.50,915.73,0.04,0.13,0.07,700.00,6.51,350.00,"1,056.51",0.10,0.05,19.8,6
2330C,APORCO,1,1,19.1,12.0,2021,12.8,Understory,1-5,Alive,9,Young,0.50,85.36,0.00,0.11,0.06,100.00,5.67,50.00,155.67,-1.00,-0.50,18.0,0
2330D,SHORM1,1,1,18.2,12.8,2021,13.3,Understory,1-5,Alive,9,Young,21.00,"4,032.12",0.19,0.12,0.06,"4,200.00",5.89,"2,100.00","6,305.89",-0.30,-0.15,18.5,10
2331,ALANRI,1,1,19.0,11.2,2021,15.4,Understory,6-11,Alive,55,Intermediate,8.00,"2,419.84",0.11,0.14,0.07,"1,600.00",6.82,800.00,"2,406.82",-1.10,-0.55,20.5,9
2331A,PORTAN,1,1,19.1,10.6,2021,12.4,Understory,1-5,Alive,9,Young,11.50,"1,781.78",0.08,0.11,0.05,"2,300.00",5.49,"1,150.00","3,455.49",-0.70,-0.35,17.6,0
2331B,SHORP2,1,1,18.6,19.0,2021,13.1,Understory,1-5,Alive,6,Young,11.50,"2,107.67",0.10,0.12,0.06,"2,300.00",5.80,"1,150.00","3,455.80",0.20,0.10,18.3,0
2332,DIPTC1,1,1,19.7,10.6,2021,30,Canopy,12-17,Alive,58,Intermediate,13.50,"35,560.92",1.67,0.27,0.13,"2,700.00",13.29,"1,350.00","4,063.29",-0.30,-0.15,30.2,6
2332A,MACALO,1,1,20.0,10.5,2021,12.6,Understory,1-5,Alive,9,Young,17.00,"2,765.74",0.13,0.11,0.06,"3,400.00",5.58,"1,700.00","5,105.58",0.20,0.10,17.8,0
2333,LITHCU,1,1,17.5,4.0,2021,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,0
2334,BUCHSE,1,1,15.4,6.1,2021,0.0,Dead,0,Dead,0,Dead,6.50,0.00,0.00,0.00,0.00,"1,300.00",0.00,650.00,"1,950.00",0.00,0.00,0.0,0
2335,EUGEFL,1,1,14.3,6.4,2021,39.1,Canopy,12-17,Alive,56,Intermediate,1.00,"6,505.01",0.31,0.35,0.17,200.00,17.33,100.00,317.33,-1.20,-0.60,34.3,0
2335A,XERONO,1,1,14.5,7.5,2021,13.4,Understory,1-5,Alive,9,Young,10.50,"2,063.04",0.10,0.12,0.06,"2,100.00",5.94,"1,050.00","3,155.94",0.10,0.05,18.6,11
2335B,APORBR,1,1,16.0,8.0,2021,13.6,Understory,1-5,Alive,9,Young,5.00,"1,028.25",0.05,0.12,0.06,"1,000.00",6.03,500.00,"1,506.03",-0.80,-0.40,18.8,0
2335C,CROTLA,1,1,15.6,6.4,2021,11.4,Understory,1-5,Alive,9,Young,11.00,"1,320.58",0.06,0.10,0.05,"2,200.00",5.05,"1,100.00","3,305.05",0.00,0.00,16.6,5
2336,PTYCCO,1,1,15.6,1.1,2021,13.6,Understory,1-5,Alive,56,Intermediate,7.00,"1,439.56",0.07,0.12,0.06,"1,400.00",6.03,700.00,"2,106.03",0.30,0.15,18.8,0
2337,DIPTC1,1,1,15.7,0.7,2021,35.7,Canopy,12-17,Alive,57,Intermediate,13.50,"64,200.09",3.02,0.32,0.16,"2,700.00",15.82,"1,350.00","4,065.82",1.60,0.80,32.9,6
2337A,DIOSNU,1,1,16.2,0.5,2021,11.6,Understory,1-5,Alive,9,Young,0.50,63.27,0.00,0.10,0.05,100.00,5.14,50.00,155.14,0.30,0.15,16.8,0
2338,KNEMMA,1,1,14.6,0.0,2021,26,Understory,6-11,Alive,57,Intermediate,5.50,"8,983.97",0.42,0.23,0.12,"1,100.00",11.52,550.00,"1,661.52",0.30,0.15,28.1,6
2339,KOOMMA,1,1,10.4,0.2,2021,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,7
2339A,ARCHDI,1,1,8.5,1.2,2021,19.4,Understory,6-11,Alive,37,Intermediate,0.50,314.28,0.01,0.17,0.09,100.00,8.60,50.00,158.60,0.70,0.35,23.7,0
2339B,XYLOM2,1,1,8.8,1.4,2021,14.9,Understory,6-11,Alive,30,Intermediate,3.00,818.63,0.04,0.13,0.07,600.00,6.60,300.00,906.60,0.30,0.15,20.0,0
2343,MANGQU,2,1,31.1,2.5,2021,0.0,Dead,0,Dead,0,Dead,7.00,0.00,0.00,0.00,0.00,"1,400.00",0.00,700.00,"2,100.00",-11.10,-5.55,0.0,0
2340,OCHAAM,2,1,22.8,1.3,2021,0.0,Dead,0,Dead,0,Dead,10.00,0.00,0.00,0.00,0.00,"2,000.00",0.00,"1,000.00","3,000.00",0.00,0.00,0.0,0
2340A,AAAAAA,2,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
2341,EUGECL,2,1,27.8,3.8,2021,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
2342,SHORM1,2,1,32.3,2.8,2021,62.6,Emergent,>24,Alive,67,Mature,21.00,"724,168.22",34.04,0.55,0.28,"4,200.00",27.74,"2,100.00","6,327.74",0.00,0.00,41.0,10
2343A,SANTAP,2,1,31.0,1.2,2021,13,Understory,1-5,Alive,9,Young,2.00,358.04,0.02,0.12,0.06,400.00,5.76,200.00,605.76,0.10,0.05,18.2,0
2343B,HORSCR,2,1,28.5,1.0,2021,12.1,Understory,1-5,Alive,9,Young,0.50,71.90,0.00,0.11,0.05,100.00,5.36,50.00,155.36,0.20,0.10,17.3,0
2344,CALODI,2,1,32.5,4.3,2021,0.0,Dead,0,Dead,0,Dead,10.00,0.00,0.00,0.00,0.00,"2,000.00",0.00,"1,000.00","3,000.00",0.00,0.00,0.0,5
2345,DACRR1,2,1,33.5,0.4,2021,12.1,Understory,1-5,Alive,54,Intermediate,22.00,"3,163.72",0.15,0.11,0.05,"4,400.00",5.36,"2,200.00","6,605.36",0.20,0.10,17.3,0
2346,CLE1SU,2,1,33.7,2.0,2021,16.6,Understory,6-11,Alive,54,Intermediate,4.50,"1,722.77",0.08,0.15,0.07,900.00,7.36,450.00,"1,357.36",0.50,0.25,21.5,0
2347,IXONIC,2,1,28.4,7.7,2021,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2348,DACRR1,2,1,29.7,8.9,2021,14.6,Understory,6-11,Alive,54,Intermediate,22.00,"5,635.20",0.26,0.13,0.06,"4,400.00",6.47,"2,200.00","6,606.47",0.40,0.20,19.7,0
2349,DACRR1,2,1,22.5,6.6,2021,17.2,Understory,6-11,Alive,57,Intermediate,22.00,"9,422.32",0.44,0.15,0.08,"4,400.00",7.62,"2,200.00","6,607.62",0.10,0.05,22.0,0
2349A,DACRR1,2,1,23.1,6.7,2021,0.0,Dead,0,Dead,0,Dead,22.00,0.00,0.00,0.00,0.00,"4,400.00",0.00,"2,200.00","6,600.00",0.00,0.00,0.0,0
2349B,APORBR,2,1,24.1,7.1,2021,12.5,Understory,1-5,Alive,9,Young,5.00,793.90,0.04,0.11,0.06,"1,000.00",5.54,500.00,"1,505.54",0.20,0.10,17.7,0
2349C,SHORP1,2,1,23.5,7.0,2021,12,Understory,1-5,Alive,9,Young,12.00,"1,682.69",0.08,0.11,0.05,"2,400.00",5.32,"1,200.00","3,605.32",0.30,0.15,17.2,0
2350,ARTOIS,2,1,21.1,8.6,2021,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",-34.20,-17.10,0.0,6
2350A,NEPHOP,2,1,21.4,6.2,2021,12.7,Understory,1-5,Alive,6,Young,1.00,166.67,0.01,0.11,0.06,200.00,5.63,100.00,305.63,0.60,0.30,17.9,0
2351A,AAAAAA,2,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
2352,NEOSKI,2,1,29.3,16.5,2021,0.0,Dead,0,Dead,0,Dead,6.50,0.00,0.00,0.00,0.00,"1,300.00",0.00,650.00,"1,950.00",0.00,0.00,0.0,0
2353,POL1HY,2,1,30.8,15.3,2021,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2354,HERISI,2,1,32.1,17.4,2021,11.5,Understory,1-5,Alive,54,Intermediate,2.00,246.52,0.01,0.10,0.05,400.00,5.10,200.00,605.10,0.10,0.05,16.7,0
2355,CHISTO,2,1,34.0,19.5,2021,13.7,Understory,1-5,Alive,54,Intermediate,1.50,315.52,0.01,0.12,0.06,300.00,6.07,150.00,456.07,-0.20,-0.10,18.9,0
2355A,DIPTC1,2,1,33.2,19.0,2021,0.0,Dead,0,Dead,0,Dead,13.50,0.00,0.00,0.00,0.00,"2,700.00",0.00,"1,350.00","4,050.00",0.00,0.00,0.0,6
2356,DIPTC1,2,1,36.8,19.3,2021,0.0,Dead,0,Dead,0,Dead,13.50,0.00,0.00,0.00,0.00,"2,700.00",0.00,"1,350.00","4,050.00",0.00,0.00,0.0,6
2357,MACALO,2,1,39.4,17.2,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2358,CALODI,2,1,39.6,15.0,2021,0.0,Dead,0,Dead,0,Dead,10.00,0.00,0.00,0.00,0.00,"2,000.00",0.00,"1,000.00","3,000.00",0.00,0.00,0.0,5
2359,EUGERI,2,1,37.8,12.8,2021,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2360,GARCRO,2,1,37.1,13.5,2021,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
2361,POMEPA,2,1,37.4,8.1,2021,48.9,Canopy,18-23,Alive,65,Mature,3.00,"42,688.17",2.01,0.43,0.22,600.00,21.67,300.00,921.67,0.00,0.00,37.6,0
2361A,PIMEGR,2,1,38.2,9.6,2021,15.7,Understory,6-11,Alive,6,Young,10.50,"3,373.73",0.16,0.14,0.07,"2,100.00",6.96,"1,050.00","3,156.96",0.70,0.35,20.7,0
2362,DACRR1,2,1,36.0,7.3,2021,19,Understory,6-11,Alive,56,Intermediate,22.00,"12,935.24",0.61,0.17,0.08,"4,400.00",8.42,"2,200.00","6,608.42",0.20,0.10,23.4,0
2362A,ANI2CO,2,1,37.1,10.2,2021,14.8,Understory,6-11,Alive,9,Young,1.00,267.22,0.01,0.13,0.07,200.00,6.56,100.00,306.56,0.10,0.05,19.9,0
2362B,SANTLA,2,1,35.3,9.8,2021,11,Understory,1-5,Alive,9,Young,9.00,970.26,0.05,0.10,0.05,"1,800.00",4.87,900.00,"2,704.87",0.20,0.10,16.2,4
2363,ACROPO,2,1,36.1,4.7,2021,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,0
2364,GLUTEL,2,1,39.9,2.7,2021,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,17
2365,DACRRO,2,1,39.5,1.7,2021,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,7
2366,CRY1GR,3,1,42.3,2.2,2021,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,5
2367,CLE1SU,3,1,45.0,2.7,2021,23.4,Understory,6-11,Alive,59,Intermediate,4.50,"5,194.60",0.24,0.21,0.10,900.00,10.37,450.00,"1,360.37",0.20,0.10,26.5,0
2367A,ADENBI,3,1,46.9,6.1,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,5
2367B,APORPR,3,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2367C,CYNOMA,3,1,42.5,4.2,2021,13.8,Understory,1-5,Alive,9,Young,5.00,"1,075.61",0.05,0.12,0.06,"1,000.00",6.11,500.00,"1,506.11",0.20,0.10,19.0,0
2367D,DIPLMA,3,1,41.4,7.0,2021,11.2,Understory,1-5,Alive,6,Young,5.50,625.97,0.03,0.10,0.05,"1,100.00",4.96,550.00,"1,654.96",0.20,0.10,16.4,0
2367F,EUGETU,3,1,46.2,7.2,2021,13.5,Understory,1-5,Alive,6,Young,1.00,201.03,0.01,0.12,0.06,200.00,5.98,100.00,305.98,1.90,0.95,18.7,8
2368,MACALO,3,1,42.4,12.8,2021,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2369,MANGQU,3,1,43.2,12.9,2021,17.3,Understory,6-11,Alive,55,Intermediate,7.00,"3,053.56",0.14,0.15,0.08,"1,400.00",7.67,700.00,"2,107.67",0.10,0.05,22.1,0
2369A,CLE1SU,3,1,0.0,0.0,2021,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2369B,DIALPL,3,1,44.7,11.4,2021,27.2,Understory,6-11,Alive,37,Intermediate,1.00,"1,897.57",0.09,0.24,0.12,200.00,12.05,100.00,312.05,1.30,0.65,28.8,0
2370,GANUSN,3,1,40.4,13.4,2021,13.6,Understory,1-5,Alive,18,Young,4.00,822.60,0.04,0.12,0.06,800.00,6.03,400.00,"1,206.03",0.10,0.05,18.8,0
2371,CALODI,3,1,42.0,14.8,2021,0.0,Dead,0,Dead,0,Dead,10.00,0.00,0.00,0.00,0.00,"2,000.00",0.00,"1,000.00","3,000.00",0.00,0.00,0.0,5
2372,DACRR1,3,1,42.8,17.2,2021,0.0,Dead,0,Dead,0,Dead,22.00,0.00,0.00,0.00,0.00,"4,400.00",0.00,"2,200.00","6,600.00",0.00,0.00,0.0,0
2373,SHORP1,3,1,44.4,18.3,2021,0.0,Dead,0,Dead,0,Dead,12.00,0.00,0.00,0.00,0.00,"2,400.00",0.00,"1,200.00","3,600.00",0.00,0.00,0.0,0
2374,EUGEC1,3,1,45.0,16.9,2021,0.0,Dead,0,Dead,0,Dead,8.00,0.00,0.00,0.00,0.00,"1,600.00",0.00,800.00,"2,400.00",0.00,0.00,0.0,0
2375,CLE1SU,3,1,48.0,15.0,2021,11.7,Understory,1-5,Alive,37,Intermediate,4.50,584.38,0.03,0.10,0.05,900.00,5.18,450.00,"1,355.18",-0.70,-0.35,16.9,0
2375A,MYRICI,3,1,49.5,15.8,2021,11,Understory,1-5,Alive,9,Young,1.00,107.81,0.01,0.10,0.05,200.00,4.87,100.00,304.87,0.00,0.00,16.2,0
2375B,GARCNE,3,1,47.3,15.8,2021,11.4,Understory,1-5,Alive,6,Young,0.50,60.03,0.00,0.10,0.05,100.00,5.05,50.00,155.05,-0.10,-0.05,16.6,6
2376,IXONIC,3,1,48.9,13.7,2021,39.6,Canopy,12-17,Alive,60,Mature,10.50,"71,374.37",3.35,0.35,0.18,"2,100.00",17.55,"1,050.00","3,167.55",0.80,0.40,34.5,0
2376A,EUGEIN,3,1,52.3,11.4,2021,26.1,Understory,6-11,Alive,50,Intermediate,0.50,827.18,0.04,0.23,0.12,100.00,11.56,50.00,161.56,0.30,0.15,28.1,0
2377,OCHAAM,3,1,48.7,11.8,2021,18.8,Understory,6-11,Alive,55,Intermediate,10.00,"5,683.91",0.27,0.17,0.08,"2,000.00",8.33,"1,000.00","3,008.33",0.40,0.20,23.3,0
2377A,BUCHSE,3,1,49.0,12.0,2021,19.2,Understory,6-11,Alive,30,Intermediate,6.50,"3,952.15",0.19,0.17,0.09,"1,300.00",8.51,650.00,"1,958.51",0.70,0.35,23.6,0
2377B,GREWMI,3,1,48.0,12.0,2021,12.2,Understory,1-5,Alive,9,Young,6.00,884.70,0.04,0.11,0.05,"1,200.00",5.41,600.00,"1,805.41",-0.70,-0.35,17.4,0
2378,SAR1GR,3,1,55.6,16.1,2021,112.4,Emergent,>24,Alive,84,Mature,5.00,"1,532,672.32",72.04,1.00,0.50,"1,000.00",49.80,500.00,"1,549.80",0.00,0.00,48.0,9
2378A,RYPAKU,3,1,56.2,17.0,2021,16.2,Understory,6-11,Alive,9,Young,11.00,"3,899.87",0.18,0.14,0.07,"2,200.00",7.18,"1,100.00","3,307.18",0.20,0.10,21.2,0
2378B,PAYELU,3,1,56.6,16.5,2021,13.6,Understory,1-5,Alive,9,Young,6.00,"1,233.91",0.06,0.12,0.06,"1,200.00",6.03,600.00,"1,806.03",0.40,0.20,18.8,8
2379,CLE1SU,3,1,58.0,12.2,2021,13.9,Understory,1-5,Alive,55,Intermediate,4.50,989.88,0.05,0.12,0.06,900.00,6.16,450.00,"1,356.16",-1.00,-0.50,19.1,0
2379A,PORTAN,3,1,58.8,11.4,2021,22.4,Understory,6-11,Alive,37,Intermediate,11.50,"11,509.22",0.54,0.20,0.10,"2,300.00",9.93,"1,150.00","3,459.93",0.20,0.10,25.8,0
2380,CARABR,3,1,58.4,7.9,2021,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2381,NEOBHE,3,1,56.7,4.5,2021,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,0
2382,BEILL1,3,1,55.2,2.2,2021,15.8,Understory,6-11,Alive,55,Intermediate,0.50,163.88,0.01,0.14,0.07,100.00,7.00,50.00,157.00,0.30,0.15,20.8,6
2382A,MACALO,3,1,55.0,0.6,2021,12.2,Understory,1-5,Alive,6,Young,17.00,"2,506.66",0.12,0.11,0.05,"3,400.00",5.41,"1,700.00","5,105.41",0.50,0.25,17.4,0
2383,DIPTC1,4,1,63.4,0.4,2021,70.5,Emergent,>24,Alive,68,Mature,13.50,"718,317.99",33.76,0.62,0.31,"2,700.00",31.24,"1,350.00","4,081.24",0.00,0.00,42.6,6
2384,POMEPA,4,1,61.0,3.5,2021,13.6,Understory,1-5,Alive,24,Intermediate,3.00,616.95,0.03,0.12,0.06,600.00,6.03,300.00,906.03,1.10,0.55,18.8,0
2384A,SCA1SP,4,1,69.5,1.8,2021,11.6,Understory,1-5,Alive,9,Young,6.00,759.19,0.04,0.10,0.05,"1,200.00",5.14,600.00,"1,805.14",0.70,0.35,16.8,0
2385,ALPHEL,4,1,61.8,3.3,2021,19.8,Understory,6-11,Alive,55,Intermediate,3.50,"2,349.07",0.11,0.18,0.09,700.00,8.77,350.00,"1,058.77",0.30,0.15,24.0,0
2386,GIRONE,4,1,60.9,4.8,2021,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
2387,OCHAAM,4,1,63.6,6.1,2021,0.0,Dead,0,Dead,0,Dead,10.00,0.00,0.00,0.00,0.00,"2,000.00",0.00,"1,000.00","3,000.00",0.00,0.00,0.0,0
2388,CLE1SU,4,1,65.5,4.9,2021,14.9,Understory,6-11,Alive,54,Intermediate,4.50,"1,227.95",0.06,0.13,0.07,900.00,6.60,450.00,"1,356.60",0.00,0.00,20.0,0
2389,GIRONE,4,1,67.5,4.9,2021,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
2389A,SHORP2,4,1,70.5,6.0,2021,18.6,Understory,6-11,Alive,9,Young,11.50,"6,316.85",0.30,0.16,0.08,"2,300.00",8.24,"1,150.00","3,458.24",1.80,0.90,23.1,0
2389B,GREWMI,4,1,71.6,6.5,2021,17.2,Understory,6-11,Alive,9,Young,6.00,"2,569.72",0.12,0.15,0.08,"1,200.00",7.62,600.00,"1,807.62",0.40,0.20,22.0,0
2389C,SHORM1,4,1,73.8,6.1,2021,16.2,Understory,6-11,Alive,9,Young,21.00,"7,445.21",0.35,0.14,0.07,"4,200.00",7.18,"2,100.00","6,307.18",2.40,1.20,21.2,10
