TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan,harvested
3299A,MONOMA,39,2,24.4,159.7,2019,16.7,Understory,6-11,Alive,7,Young,15.0,"5,852.38",0.28,0.15,0.07,"3,000.00",7.4,"1,500.00","4,507.40",1.1,0.55,21.6,11,0
3301A,KNEMCO,39,2,33.2,151.7,2019,15.2,Understory,6-11,Alive,7,Young,0.5,145.19,0.01,0.13,0.07,100.00,6.74,50.00,156.74,0.3,0.15,20.3,0,0
3308,DRYPLO,39,2,38.6,147.3,2019,20.6,Understory,6-11,Alive,55,Intermediate,8.5,"6,481.80",0.3,0.18,0.09,"1,700.00",9.13,850.00,"2,559.13",-0.2,-0.1,24.6,0,1
3308A,CROTAR,39,2,39.6,148.0,2019,11.2,Understory,1-5,Alive,4,Young,8.0,910.50,0.04,0.1,0.05,"1,600.00",4.96,800.00,"2,404.96",0.7,0.35,16.4,0,0
3309,CALODI,39,2,37.6,142.5,2019,22.2,Understory,6-11,Alive,52,Intermediate,10.0,"9,719.75",0.46,0.2,0.1,"2,000.00",9.84,"1,000.00","3,009.84",0.0,0.0,25.7,5,1
3312,KNEMHO,40,2,7.1,145.2,2019,30.8,Canopy,12-17,Alive,55,Intermediate,1.0,"2,878.41",0.14,0.27,0.14,200.00,13.65,100.00,313.65,-0.3,-0.15,30.6,7,1
3312A,BACCRE,40,2,5.8,143.8,2019,18.0,Understory,6-11,Alive,48,Intermediate,5.0,"2,473.85",0.12,0.16,0.08,"1,000.00",7.98,500.00,"1,507.98",0.4,0.2,22.6,0,1
3312B,CASTME,40,2,5.5,142.8,2019,13.1,Understory,1-5,Alive,7,Young,2.5,458.19,0.02,0.12,0.06,500.00,5.8,250.00,755.80,0.0,0.0,18.3,0,0
3315,EUGEC1,40,2,0.4,148.0,2019,20.8,Understory,6-11,Alive,54,Intermediate,8.0,"6,294.04",0.3,0.18,0.09,"1,600.00",9.22,800.00,"2,409.22",0.2,0.1,24.7,0,1
3316,BEILDI,40,2,1.1,150.6,2019,49.2,Canopy,18-23,Alive,61,Mature,5.0,"72,704.55",3.42,0.44,0.22,"1,000.00",21.8,500.00,"1,521.80",0.6,0.3,37.7,6,1
3317,RYPAKU,40,2,0.9,152.9,2019,24.6,Understory,6-11,Alive,56,Intermediate,11.0,"14,965.11",0.7,0.22,0.11,"2,200.00",10.9,"1,100.00","3,310.90",0.1,0.05,27.2,0,0
3317A,CALODI,40,2,8.3,152.0,2019,11.5,Understory,1-5,Alive,7,Young,10.0,"1,232.62",0.06,0.1,0.05,"2,000.00",5.1,"1,000.00","3,005.10",0.0,0.0,16.7,5,1
3317B,MONOMA,40,2,5.0,152.2,2019,10.0,Understory,1-5,Alive,4,Young,15.0,"1,216.23",0.06,0.09,0.04,"3,000.00",4.43,"1,500.00","4,504.43",-0.2,-0.1,15.1,11,0
3318A,GIRONE,40,2,3.0,155.0,2019,11.9,Understory,1-5,Alive,7,Young,6.0,820.24,0.04,0.11,0.05,"1,200.00",5.27,600.00,"1,805.27",0.7,0.35,17.1,0,0
3328,IXONIC,40,2,6.9,148.8,2019,30.0,Canopy,12-17,Alive,55,Intermediate,10.5,"27,658.49",1.3,0.27,0.13,"2,100.00",13.29,"1,050.00","3,163.29",0.6,0.3,30.2,0,0
3328A,ARCHBU,40,2,13.2,148.4,2019,16.6,Understory,6-11,Alive,7,Young,11.5,"4,402.62",0.21,0.15,0.07,"2,300.00",7.36,"1,150.00","3,457.36",-0.2,-0.1,21.5,0,1
3328B,CROTAR,40,2,15.4,149.3,2019,14.0,Understory,6-11,Alive,7,Young,8.0,"1,799.22",0.08,0.12,0.06,"1,600.00",6.2,800.00,"2,406.20",1.0,0.5,19.2,0,0
3335,PTYCCO,41,2,3.0,162.3,2019,14.7,Understory,6-11,Alive,52,Intermediate,7.0,"1,831.47",0.09,0.13,0.07,"1,400.00",6.51,700.00,"2,106.51",-0.1,-0.05,19.8,0,1
3335A,CANALR,41,2,8.5,160.7,2019,13.5,Understory,1-5,Alive,7,Young,4.0,804.11,0.04,0.12,0.06,800.00,5.98,400.00,"1,205.98",0.7,0.35,18.7,0,0
3338,XANTEU,41,2,8.1,170.6,2019,14.4,Understory,6-11,Alive,53,Intermediate,16.0,"3,926.52",0.18,0.13,0.06,"3,200.00",6.38,"1,600.00","4,806.38",1.6,0.8,19.6,15,0
3341,XANTST,41,2,2.0,171.3,2019,16.3,Understory,6-11,Alive,54,Intermediate,3.5,"1,265.12",0.06,0.14,0.07,700.00,7.22,350.00,"1,057.22",-0.3,-0.15,21.2,0,1
3341A,CRY1RU,41,2,5.2,171.0,2019,16.0,Understory,6-11,Alive,7,Young,0.5,170.48,0.01,0.14,0.07,100.00,7.09,50.00,157.09,2.1,1.05,21.0,0,1
3341B,MESUFE,41,2,0.7,171.5,2019,13.3,Understory,1-5,Alive,7,Young,7.5,"1,440.04",0.07,0.12,0.06,"1,500.00",5.89,750.00,"2,255.89",1.3,0.65,18.5,0,0
3341C,EUGEFI,41,2,2.4,170.0,2019,15.5,Understory,6-11,Alive,7,Young,2.5,771.66,0.04,0.14,0.07,500.00,6.87,250.00,756.87,0.1,0.05,20.6,0,0
3342,APORPE,41,2,2.3,175.4,2019,25.7,Understory,6-11,Alive,54,Intermediate,2.5,"3,929.65",0.18,0.23,0.11,500.00,11.39,250.00,761.39,0.3,0.15,27.9,0,1
3343A,MONOMA,41,2,9.0,175.4,2019,16.2,Understory,6-11,Alive,7,Young,15.0,"5,318.01",0.25,0.14,0.07,"3,000.00",7.18,"1,500.00","4,507.18",0.5,0.25,21.2,11,1
3343B,HOPEBR,41,2,6.0,177.6,2019,13.7,Understory,1-5,Alive,7,Young,0.5,105.17,0.0,0.12,0.06,100.00,6.07,50.00,156.07,1.3,0.65,18.9,0,0
3344A,DACRR1,41,2,11.1,177.4,2019,11.2,Understory,1-5,Alive,7,Young,22.0,"2,503.89",0.12,0.1,0.05,"4,400.00",4.96,"2,200.00","6,604.96",0.3,0.15,16.4,0,0
3346,DIPTKU,41,2,10.8,165.7,2019,101.2,Emergent,>24,Alive,79,Mature,1.0,"205,303.97",9.65,0.9,0.45,200.00,44.84,100.00,344.84,0.9,0.45,46.9,6,1
3346B,SHORM2,41,2,8.8,167.6,2019,10.9,Understory,1-5,Alive,7,Young,14.0,"1,468.44",0.07,0.1,0.05,"2,800.00",4.83,"1,400.00","4,204.83",0.4,0.2,16.1,0,0
3347,MONOMA,41,2,17.3,167.7,2019,26.5,Understory,6-11,Alive,53,Intermediate,15.0,"26,099.86",1.23,0.23,0.12,"3,000.00",11.74,"1,500.00","4,511.74",0.1,0.05,28.4,11,1
3347A,LITHSU,41,2,14.7,171.0,2019,11.4,Understory,1-5,Alive,4,Young,1.0,120.05,0.01,0.1,0.05,200.00,5.05,100.00,305.05,1.2,0.6,16.6,0,1
3347B,HOPEDR,41,2,14.4,168.4,2019,11.1,Understory,1-5,Alive,4,Young,3.5,387.73,0.02,0.1,0.05,700.00,4.92,350.00,"1,054.92",0.3,0.15,16.3,0,0
3353,SHORP2,42,2,28.8,161.1,2019,37.2,Canopy,12-17,Alive,54,Intermediate,11.5,"62,992.87",2.96,0.33,0.16,"2,300.00",16.48,"1,150.00","3,466.48",1.5,0.75,33.5,0,1
3353,SHORP2,42,2,28.8,161.1,2019,37.2,Canopy,12-17,Alive,54,Intermediate,11.5,"62,992.87",2.96,0.33,0.16,"2,300.00",16.48,"1,150.00","3,466.48",1.5,0.75,33.5,0,1
3353A,KNEMPA,42,2,28.6,161.4,2019,17.6,Understory,6-11,Alive,35,Intermediate,1.0,460.67,0.02,0.16,0.08,200.00,7.8,100.00,307.80,0.5,0.25,22.3,0,0
3355,XANTEU,42,2,30.7,161.2,2019,13.8,Understory,1-5,Alive,53,Intermediate,16.0,"3,441.97",0.16,0.12,0.06,"3,200.00",6.11,"1,600.00","4,806.11",0.0,0.0,19.0,15,0
3356,HOPEME,42,2,28.4,163.8,2019,32.4,Canopy,12-17,Alive,53,Intermediate,13.0,"44,413.19",2.09,0.29,0.14,"2,600.00",14.36,"1,300.00","3,914.36",1.5,0.75,31.4,0,1
3359,KOOMMA,42,2,23.3,166.9,2019,69.1,Emergent,>24,Alive,68,Mature,4.5,"222,459.72",10.46,0.61,0.31,900.00,30.62,450.00,"1,380.62",0.9,0.45,42.3,7,1
3359A,SHORP1,42,2,23.0,168.0,2019,21.2,Understory,6-11,Alive,7,Young,12.0,"10,041.56",0.47,0.19,0.09,"2,400.00",9.39,"1,200.00","3,609.39",1.7,0.85,25.0,0,0
3359B,IXONIC,42,2,21.0,167.2,2019,11.0,Understory,1-5,Alive,4,Young,10.5,"1,131.97",0.05,0.1,0.05,"2,100.00",4.87,"1,050.00","3,154.87",0.6,0.3,16.2,0,0
3362,MYRIM1,42,2,21.0,176.1,2019,15.9,Understory,6-11,Alive,35,Intermediate,1.5,501.48,0.02,0.14,0.07,300.00,7.05,150.00,457.05,0.4,0.2,20.9,0,1
3362A,GONYAF,42,2,22.1,173.5,2019,12.5,Understory,1-5,Alive,7,Young,0.5,79.39,0.0,0.11,0.06,100.00,5.54,50.00,155.54,0.1,0.05,17.7,0,0
3363,SANTLA,42,2,22.2,178.1,2019,12.9,Understory,1-5,Alive,52,Intermediate,9.0,"1,573.49",0.07,0.11,0.06,"1,800.00",5.72,900.00,"2,705.72",-0.1,-0.05,18.1,4,0
3364,OCHAAM,42,2,23.3,177.9,2019,13.5,Understory,1-5,Alive,48,Intermediate,10.0,"2,010.28",0.09,0.12,0.06,"2,000.00",5.98,"1,000.00","3,005.98",-0.2,-0.1,18.7,0,1
3365,NEPHCO,42,2,28.7,173.7,2019,32.2,Canopy,12-17,Alive,56,Intermediate,2.5,"8,363.51",0.39,0.29,0.14,500.00,14.27,250.00,764.27,-2.5,-1.25,31.3,0,1
3365A,SCA1SP,42,2,26.0,174.3,2019,10.4,Understory,1-5,Alive,40,Intermediate,6.0,546.79,0.03,0.09,0.05,"1,200.00",4.61,600.00,"1,804.61",-0.2,-0.1,15.5,0,0
3365B,SINDVE,42,2,29.7,173.3,2019,13.4,Understory,1-5,Alive,7,Young,1.5,294.72,0.01,0.12,0.06,300.00,5.94,150.00,455.94,0.4,0.2,18.6,0,0
3368,HERIEL,42,2,32.1,171.3,2019,20.0,Understory,6-11,Alive,52,Intermediate,1.0,693.23,0.03,0.18,0.09,200.00,8.86,100.00,308.86,0.2,0.1,24.2,0,0
3369,BHESPA,42,2,33.1,171.7,2019,24.6,Understory,6-11,Alive,48,Intermediate,1.0,"1,360.46",0.06,0.22,0.11,200.00,10.9,100.00,310.90,1.5,0.75,27.2,0,1
3371,EUGEP3,42,2,37.9,172.6,2019,39.6,Canopy,12-17,Alive,60,Mature,3.0,"20,392.68",0.96,0.35,0.18,600.00,17.55,300.00,917.55,0.4,0.2,34.5,8,1
3372,GREWMI,42,2,38.1,170.0,2019,17.3,Understory,6-11,Alive,53,Intermediate,6.0,"2,617.34",0.12,0.15,0.08,"1,200.00",7.67,600.00,"1,807.67",-0.1,-0.05,22.1,0,1
3372A,HOPEDR,42,2,38.8,169.5,2019,13.8,Understory,1-5,Alive,7,Young,3.5,752.93,0.04,0.12,0.06,700.00,6.11,350.00,"1,056.11",0.7,0.35,19.0,0,0
3378,MILLAT,42,2,39.1,164.3,2019,27.2,Understory,6-11,Alive,55,Intermediate,5.5,"10,436.66",0.49,0.24,0.12,"1,100.00",12.05,550.00,"1,662.05",1.2,0.6,28.8,0,1
3380,PALAMA,42,2,35.9,164.5,2019,30.0,Canopy,12-17,Alive,52,Intermediate,2.0,"5,268.28",0.25,0.27,0.13,400.00,13.29,200.00,613.29,1.2,0.6,30.2,0,1
3380B,MYRICI,42,2,36.6,164.5,2019,12.5,Understory,1-5,Alive,4,Young,1.0,158.78,0.01,0.11,0.06,200.00,5.54,100.00,305.54,0.7,0.35,17.7,0,0
3373,DACRR2,43,2,40.4,170.8,2019,20.1,Understory,6-11,Alive,54,Intermediate,2.0,"1,408.90",0.07,0.18,0.09,400.00,8.91,200.00,608.91,0.8,0.4,24.2,15,0
3381,DACRLA,43,2,41.0,160.2,2019,21.7,Understory,6-11,Alive,55,Intermediate,2.5,"2,256.37",0.11,0.19,0.1,500.00,9.62,250.00,759.62,0.7,0.35,25.4,0,0
3381B,HOPEDR,43,2,43.0,160.7,2019,12.5,Understory,1-5,Alive,7,Young,3.5,555.73,0.03,0.11,0.06,700.00,5.54,350.00,"1,055.54",0.6,0.3,17.7,0,0
3383,DIALWA,43,2,43.0,161.8,2019,15.4,Understory,6-11,Alive,58,Intermediate,1.5,453.72,0.02,0.14,0.07,300.00,6.82,150.00,456.82,0.0,0.0,20.5,0,1
3384A,ELATTA,43,2,46.8,160.2,2019,10.0,Understory,1-5,Alive,4,Young,3.5,283.79,0.01,0.09,0.04,700.00,4.43,350.00,"1,054.43",-0.1,-0.05,15.1,9,0
3385,ALPHMA,43,2,47.8,160.1,2019,19.2,Understory,6-11,Alive,53,Intermediate,5.5,"3,344.12",0.16,0.17,0.09,"1,100.00",8.51,550.00,"1,658.51",0.2,0.1,23.6,0,1
3385A,SINDVE,43,2,51.8,160.6,2019,11.3,Understory,1-5,Alive,7,Young,1.5,175.36,0.01,0.1,0.05,300.00,5.01,150.00,455.01,0.3,0.15,16.5,0,0
3386,OCHAAM,43,2,49.7,162.9,2019,27.2,Understory,6-11,Alive,57,Intermediate,10.0,"18,975.74",0.89,0.24,0.12,"2,000.00",12.05,"1,000.00","3,012.05",0.0,0.0,28.8,0,1
3386A,MEZZLE,43,2,51.9,163.0,2019,13.3,Understory,1-5,Alive,7,Young,1.5,288.01,0.01,0.12,0.06,300.00,5.89,150.00,455.89,0.5,0.25,18.5,0,1
3389,RYPAKU,43,2,45.3,168.0,2019,20.5,Understory,6-11,Alive,52,Intermediate,11.0,"8,257.41",0.39,0.18,0.09,"2,200.00",9.08,"1,100.00","3,309.08",-0.1,-0.05,24.5,0,1
3389A,DACRR1,43,2,46.4,165.6,2019,14.7,Understory,6-11,Alive,7,Young,22.0,"5,756.05",0.27,0.13,0.07,"4,400.00",6.51,"2,200.00","6,606.51",0.3,0.15,19.8,0,0
3390,POMEPA,43,2,43.7,168.4,2019,13.9,Understory,1-5,Alive,53,Intermediate,3.0,659.92,0.03,0.12,0.06,600.00,6.16,300.00,906.16,-0.1,-0.05,19.1,0,0
3392,OCHAAM,43,2,40.5,171.3,2019,24.8,Understory,6-11,Alive,55,Intermediate,10.0,"13,972.55",0.66,0.22,0.11,"2,000.00",10.99,"1,000.00","3,010.99",0.0,0.0,27.4,0,1
3392,OCHAAM,43,2,40.5,171.3,2019,24.8,Understory,6-11,Alive,55,Intermediate,10.0,"13,972.55",0.66,0.22,0.11,"2,000.00",10.99,"1,000.00","3,010.99",0.0,0.0,27.4,0,1
3396,PTEREC,43,2,45.8,172.7,2019,25.6,Understory,6-11,Alive,55,Intermediate,4.0,"6,206.86",0.29,0.23,0.11,800.00,11.34,400.00,"1,211.34",0.1,0.05,27.8,0,1
3399,TRI1HY,43,2,44.5,177.8,2019,28.3,Understory,6-11,Alive,54,Intermediate,0.5,"1,082.99",0.05,0.25,0.13,100.00,12.54,50.00,162.54,0.8,0.4,29.4,0,0
3400,SANTTO,43,2,42.6,178.7,2019,42.3,Canopy,12-17,Alive,58,Intermediate,4.5,"38,471.45",1.81,0.37,0.19,900.00,18.74,450.00,"1,368.74",0.6,0.3,35.4,0,1
3402,DIPTC1,43,2,52.9,177.0,2019,10.8,Understory,1-5,Alive,52,Intermediate,13.5,"1,377.37",0.06,0.1,0.05,"2,700.00",4.79,"1,350.00","4,054.79",-0.1,-0.05,16.0,6,0
3402A,SHORP2,43,2,52.4,177.0,2019,12.8,Understory,1-5,Alive,40,Intermediate,11.5,"1,963.23",0.09,0.11,0.06,"2,300.00",5.67,"1,150.00","3,455.67",0.0,0.0,18.0,0,1
3403,SHORAC,43,2,57.1,178.9,2019,50.3,Canopy,18-23,Alive,53,Intermediate,8.5,"133,678.47",6.28,0.45,0.22,"1,700.00",22.29,850.00,"2,572.29",0.8,0.4,38.0,0,1
3403A,EUGECL,43,2,55.3,179.4,2019,11.9,Understory,1-5,Alive,7,Young,4.0,546.83,0.03,0.11,0.05,800.00,5.27,400.00,"1,205.27",0.4,0.2,17.1,0,0
3404A,SHORP1,43,2,57.0,175.5,2019,17.5,Understory,6-11,Alive,7,Young,12.0,"5,428.93",0.26,0.16,0.08,"2,400.00",7.75,"1,200.00","3,607.75",0.5,0.25,22.2,0,0
3405,XANTGR,43,2,54.4,174.2,2019,29.1,Understory,6-11,Alive,52,Intermediate,4.0,"9,511.72",0.45,0.26,0.13,800.00,12.89,400.00,"1,212.89",1.1,0.55,29.8,5,1
3406,MONOMA,43,2,53.8,172.5,2019,28.2,Understory,6-11,Alive,52,Intermediate,15.0,"32,107.36",1.51,0.25,0.12,"3,000.00",12.5,"1,500.00","4,512.50",0.2,0.1,29.3,11,0
3407,DACRR1,43,2,54.4,172.2,2019,30.8,Canopy,12-17,Alive,59,Intermediate,22.0,"63,325.01",2.98,0.27,0.14,"4,400.00",13.65,"2,200.00","6,613.65",-0.2,-0.1,30.6,0,1
3408,SHORDA,43,2,56.5,171.1,2019,94.2,Emergent,>24,Alive,78,Mature,0.5,"78,248.15",3.68,0.83,0.42,100.00,41.74,50.00,191.74,1.0,0.5,46.1,0,1
3408A,CROTAR,43,2,56.4,170.0,2019,10.2,Understory,1-5,Alive,4,Young,8.0,688.02,0.03,0.09,0.05,"1,600.00",4.52,800.00,"2,404.52",0.1,0.05,15.3,0,0
3410,CALODI,43,2,56.7,168.5,2019,17.7,Understory,6-11,Alive,52,Intermediate,10.0,"4,690.27",0.22,0.16,0.08,"2,000.00",7.84,"1,000.00","3,007.84",-6.2,-3.1,22.4,5,1
3410A,SHORP2,43,2,55.1,167.2,2019,12.5,Understory,1-5,Alive,7,Young,11.5,"1,825.98",0.09,0.11,0.06,"2,300.00",5.54,"1,150.00","3,455.54",0.7,0.35,17.7,0,0
3411,BACCRE,43,2,59.1,171.0,2019,18.9,Understory,6-11,Alive,52,Intermediate,5.0,"2,890.59",0.14,0.17,0.08,"1,000.00",8.37,500.00,"1,508.37",0.0,0.0,23.3,0,1
3412,KIBAAR,43,2,59.9,165.0,2019,12.8,Understory,1-5,Alive,53,Intermediate,2.5,426.79,0.02,0.11,0.06,500.00,5.67,250.00,755.67,0.0,0.0,18.0,0,0
3412A,APORNI,43,2,57.3,160.0,2019,14.5,Understory,6-11,Alive,35,Intermediate,1.0,250.74,0.01,0.13,0.06,200.00,6.42,100.00,306.42,0.5,0.25,19.7,0,0
3413,CROTAR,43,2,59.5,162.7,2019,13.7,Understory,1-5,Alive,4,Young,8.0,"1,682.79",0.08,0.12,0.06,"1,600.00",6.07,800.00,"2,406.07",0.3,0.15,18.9,0,0
3413A,PIMEGR,43,2,60.0,162.8,2019,21.2,Understory,6-11,Alive,4,Young,10.5,"8,786.36",0.41,0.19,0.09,"2,100.00",9.39,"1,050.00","3,159.39",0.7,0.35,25.0,0,1
3415,PALAH2,44,2,69.6,163.2,2019,45.7,Canopy,18-23,Alive,55,Intermediate,1.5,"16,810.88",0.79,0.4,0.2,300.00,20.25,150.00,470.25,0.3,0.15,36.6,0,1
3415A,PAROVA,44,2,67.0,165.8,2019,25.5,Understory,6-11,Alive,48,Intermediate,3.5,"5,361.15",0.25,0.23,0.11,700.00,11.3,350.00,"1,061.30",0.3,0.15,27.8,6,1
3416,XERONO,44,2,70.1,163.1,2019,25.5,Understory,6-11,Alive,53,Intermediate,10.5,"16,083.44",0.76,0.23,0.11,"2,100.00",11.3,"1,050.00","3,161.30",1.0,0.5,27.8,11,1
3416,XERONO,44,2,70.1,163.1,2019,25.5,Understory,6-11,Alive,53,Intermediate,10.5,"16,083.44",0.76,0.23,0.11,"2,100.00",11.3,"1,050.00","3,161.30",1.0,0.5,27.8,11,1
3416B,POL1SU,44,2,71.3,163.2,2019,13.9,Understory,1-5,Alive,35,Intermediate,3.0,659.92,0.03,0.12,0.06,600.00,6.16,300.00,906.16,0.1,0.05,19.1,0,0
3416C,ALANEB,44,2,70.4,163.0,2019,13.4,Understory,1-5,Alive,7,Young,4.5,884.16,0.04,0.12,0.06,900.00,5.94,450.00,"1,355.94",0.4,0.2,18.6,5,1
3416C,ALANEB,44,2,70.4,163.0,2019,13.4,Understory,1-5,Alive,7,Young,4.5,884.16,0.04,0.12,0.06,900.00,5.94,450.00,"1,355.94",0.4,0.2,18.6,5,1
3417A,PALAMA,44,2,68.3,170.1,2019,19.9,Understory,6-11,Alive,40,Intermediate,2.0,"1,364.26",0.06,0.18,0.09,400.00,8.82,200.00,608.82,0.1,0.05,24.1,0,0
3417B,ALANEB,44,2,72.1,167.9,2019,15.6,Understory,6-11,Alive,7,Young,4.5,"1,417.23",0.07,0.14,0.07,900.00,6.91,450.00,"1,356.91",-0.1,-0.05,20.6,5,1
3420,SANTTO,44,2,64.1,169.9,2019,38.2,Canopy,12-17,Alive,58,Intermediate,4.5,"27,009.28",1.27,0.34,0.17,900.00,16.93,450.00,"1,366.93",-0.4,-0.2,33.9,0,1
3420A,PORTAN,44,2,65.0,172.0,2019,12.1,Understory,1-5,Alive,7,Young,11.5,"1,653.76",0.08,0.11,0.05,"2,300.00",5.36,"1,150.00","3,455.36",0.0,0.0,17.3,0,1
3420B,GARCAT,44,2,64.0,172.2,2019,10.2,Understory,1-5,Alive,7,Young,0.5,43.00,0.0,0.09,0.05,100.00,4.52,50.00,154.52,-0.1,-0.05,15.3,0,0
3425A,SHORL1,44,2,75.1,178.7,2019,17.3,Understory,6-11,Alive,7,Young,9.0,"3,926.01",0.18,0.15,0.08,"1,800.00",7.67,900.00,"2,707.67",1.4,0.7,22.1,0,1
3425B,SHORL1,44,2,72.7,178.5,2019,21.6,Understory,6-11,Alive,7,Young,9.0,"8,001.98",0.38,0.19,0.1,"1,800.00",9.57,900.00,"2,709.57",1.6,0.8,25.3,0,1
3430A,MONOMA,44,2,70.9,173.0,2019,28.1,Understory,6-11,Alive,35,Intermediate,15.0,"31,728.41",1.49,0.25,0.12,"3,000.00",12.45,"1,500.00","4,512.45",2.0,1.0,29.3,11,1
3430B,DACRR1,44,2,73.3,173.5,2019,12.6,Understory,1-5,Alive,7,Young,22.0,"3,579.19",0.17,0.11,0.06,"4,400.00",5.58,"2,200.00","6,605.58",0.8,0.4,17.8,0,0
3431,NEOBHE,44,2,75.1,170.2,2019,18.8,Understory,6-11,Alive,53,Intermediate,5.0,"2,841.95",0.13,0.17,0.08,"1,000.00",8.33,500.00,"1,508.33",0.1,0.05,23.3,0,0
3431A,APORAU,44,2,74.4,170.4,2019,10.7,Understory,1-5,Alive,7,Young,2.0,198.44,0.01,0.09,0.05,400.00,4.74,200.00,604.74,-0.1,-0.05,15.8,6,0
3431B,ALANEB,44,2,74.1,169.0,2019,11.1,Understory,1-5,Alive,7,Young,4.5,498.51,0.02,0.1,0.05,900.00,4.92,450.00,"1,354.92",-0.2,-0.1,16.3,5,1
3432B,PEN1MO,44,2,78.8,169.4,2019,10.9,Understory,1-5,Alive,4,Young,4.0,419.55,0.02,0.1,0.05,800.00,4.83,400.00,"1,204.83",0.6,0.3,16.1,0,0
3433,BARRPE,44,2,74.5,163.6,2019,20.1,Understory,6-11,Alive,52,Intermediate,3.5,"2,465.58",0.12,0.18,0.09,700.00,8.91,350.00,"1,058.91",0.0,0.0,24.2,5,1
3433A,SCA1SP,44,2,70.4,163.2,2019,10.2,Understory,1-5,Alive,4,Young,6.0,516.02,0.02,0.09,0.05,"1,200.00",4.52,600.00,"1,804.52",0.1,0.05,15.3,0,0
3436,DACRR1,45,2,80.2,169.6,2019,20.3,Understory,6-11,Alive,54,Intermediate,22.0,"16,000.52",0.75,0.18,0.09,"4,400.00",8.99,"2,200.00","6,608.99",-0.1,-0.05,24.4,0,1
3436A,CYNOMA,45,2,85.4,168.3,2019,14.8,Understory,6-11,Alive,48,Intermediate,5.0,"1,336.08",0.06,0.13,0.07,"1,000.00",6.56,500.00,"1,506.56",1.2,0.6,19.9,0,1
3436B,XERONO,45,2,82.9,168.6,2019,16.3,Understory,6-11,Alive,35,Intermediate,10.5,"3,795.37",0.18,0.14,0.07,"2,100.00",7.22,"1,050.00","3,157.22",0.0,0.0,21.2,11,0
3438,SARADE,45,2,86.1,179.1,2019,16.0,Understory,6-11,Alive,54,Intermediate,36.5,"12,445.09",0.58,0.14,0.07,"7,300.00",7.09,"3,650.00","10,957.09",-0.1,-0.05,21.0,15,0
3438A,GIRONE,45,2,82.8,178.7,2019,12.0,Understory,1-5,Alive,4,Young,6.0,841.35,0.04,0.11,0.05,"1,200.00",5.32,600.00,"1,805.32",0.2,0.1,17.2,0,0
3439,SARADE,45,2,87.3,177.2,2019,23.5,Understory,6-11,Alive,62,Mature,36.5,"42,726.86",2.01,0.21,0.1,"7,300.00",10.41,"3,650.00","10,960.41",0.0,0.0,26.5,15,1
3439,SARADE,45,2,87.3,177.2,2019,23.5,Understory,6-11,Alive,62,Mature,36.5,"42,726.86",2.01,0.21,0.1,"7,300.00",10.41,"3,650.00","10,960.41",0.0,0.0,26.5,15,1
3439,SARADE,45,2,87.3,177.2,2019,23.5,Understory,6-11,Alive,62,Mature,36.5,"42,726.86",2.01,0.21,0.1,"7,300.00",10.41,"3,650.00","10,960.41",0.0,0.0,26.5,15,1
3439A,SARADE,45,2,86.8,176.0,2019,24.1,Understory,6-11,Alive,7,Young,36.5,"46,412.74",2.18,0.21,0.11,"7,300.00",10.68,"3,650.00","10,960.68",-0.2,-0.1,26.9,15,1
3439A,SARADE,45,2,86.8,176.0,2019,24.1,Understory,6-11,Alive,7,Young,36.5,"46,412.74",2.18,0.21,0.11,"7,300.00",10.68,"3,650.00","10,960.68",-0.2,-0.1,26.9,15,1
3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15,1
3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15,1
3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15,1
3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15,1
3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15,1
3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15,1
3441,SARADE,45,2,89.6,178.1,2019,26.7,Understory,6-11,Alive,55,Intermediate,36.5,"65,115.92",3.06,0.24,0.12,"7,300.00",11.83,"3,650.00","10,961.83",0.8,0.4,28.5,15,1
3442,SARADE,45,2,87.5,171.7,2019,17.5,Understory,6-11,Alive,54,Intermediate,36.5,"16,513.00",0.78,0.16,0.08,"7,300.00",7.75,"3,650.00","10,957.75",-2.0,-1.0,22.2,15,1
